Wavelength,0.115MB_AuNP_MQW,0.115MB_cenAuNP_MQW,0.30MB_AuNP_MQW,0.30MB_cenAuNP_MQW,0.115MB_AuNP_As30,0.115MB_cenAuNP_As30,0.30MB_AuNP_As30_1,0.30MB_cenAuNP_As30
503.0,0.13902,0.1498,0.08011,0.08953,0.14975,0.15067,0.10375,0.08613
504.0,0.1397,0.15111,0.08011,0.09001,0.15072,0.15201,0.10428,0.0864
505.0,0.14078,0.15249,0.08064,0.0904,0.15197,0.15341,0.10467,0.08674
506.0,0.14172,0.15389,0.08068,0.09071,0.15311,0.1548,0.10521,0.08689
507.0,0.14243,0.15477,0.08098,0.09092,0.15393,0.15583,0.10565,0.08715
508.0,0.14334,0.15626,0.08142,0.09107,0.15515,0.15713,0.10615,0.08766
509.0,0.14387,0.15742,0.08156,0.09152,0.15576,0.15815,0.10653,0.0877
510.0,0.14487,0.15862,0.08192,0.09188,0.15709,0.15946,0.10679,0.08801
511.0,0.14532,0.15955,0.08202,0.09219,0.15748,0.16058,0.1074,0.08815
512.0,0.14607,0.16044,0.08246,0.09196,0.15872,0.1613,0.10778,0.08839
513.0,0.14649,0.16142,0.08242,0.0925,0.15907,0.1623,0.10817,0.0886
514.0,0.14716,0.16213,0.08302,0.09283,0.15987,0.16302,0.10846,0.08874
515.0,0.14776,0.16318,0.08293,0.09312,0.16037,0.16398,0.10868,0.08901
516.0,0.14785,0.16366,0.08327,0.09312,0.1608,0.16454,0.10902,0.08916
517.0,0.14882,0.16414,0.08362,0.09296,0.16161,0.16493,0.10945,0.08929
518.0,0.14863,0.16482,0.08344,0.09376,0.16143,0.1655,0.10963,0.08943
519.0,0.14895,0.1651,0.08356,0.09383,0.16181,0.16584,0.10976,0.08968
520.0,0.14894,0.16467,0.08355,0.09398,0.16107,0.16532,0.11005,0.08977
521.0,0.14841,0.16441,0.08384,0.09372,0.1611,0.16516,0.1102,0.0898
522.0,0.14848,0.16483,0.08371,0.09424,0.16126,0.16533,0.11048,0.08996
523.0,0.14814,0.16492,0.0838,0.0944,0.16085,0.16543,0.11034,0.09003
524.0,0.14836,0.16453,0.08387,0.09434,0.16078,0.16519,0.1105,0.09009
525.0,0.14822,0.16448,0.08406,0.09445,0.16073,0.16509,0.11076,0.09013
526.0,0.14846,0.16398,0.08435,0.09439,0.16055,0.16436,0.11085,0.09009
527.0,0.14789,0.16389,0.08386,0.09452,0.15985,0.16427,0.11074,0.09022
528.0,0.14732,0.16301,0.0841,0.0945,0.15932,0.16357,0.11076,0.09018
529.0,0.14746,0.16291,0.08428,0.09469,0.15916,0.16311,0.11104,0.09043
530.0,0.14689,0.16207,0.08425,0.09478,0.15838,0.16237,0.11069,0.09021
531.0,0.14672,0.16142,0.08421,0.09474,0.15783,0.16151,0.10986,0.09029
532.0,0.1458,0.16048,0.08394,0.09458,0.15685,0.16065,0.10982,0.09027
533.0,0.14567,0.15957,0.08431,0.0946,0.1563,0.15933,0.10981,0.09027
534.0,0.1451,0.15893,0.08422,0.09497,0.15565,0.15891,0.10987,0.09036
535.0,0.14485,0.1576,0.08442,0.09462,0.15492,0.15746,0.10988,0.09027
536.0,0.14412,0.15662,0.08354,0.09362,0.15406,0.15643,0.10977,0.09032
537.0,0.14317,0.15508,0.08326,0.09369,0.15273,0.15503,0.10961,0.09024
538.0,0.14299,0.15429,0.08336,0.09384,0.15234,0.15371,0.10972,0.09001
539.0,0.14244,0.15302,0.08335,0.09373,0.15143,0.15256,0.10975,0.08904
540.0,0.1417,0.15142,0.0832,0.0933,0.15061,0.15089,0.1094,0.08911
541.0,0.14105,0.14999,0.08315,0.09328,0.14967,0.14939,0.1096,0.08895
542.0,0.14037,0.14872,0.08309,0.09344,0.14859,0.14793,0.10949,0.08894
543.0,0.13983,0.14774,0.08317,0.09345,0.1479,0.14666,0.10947,0.08893
544.0,0.13921,0.1457,0.08302,0.0931,0.14705,0.14489,0.10926,0.08886
545.0,0.13836,0.1442,0.08303,0.093,0.14622,0.14321,0.10921,0.08882
546.0,0.13778,0.14266,0.08295,0.09307,0.14529,0.14171,0.1094,0.08878
547.0,0.137,0.14132,0.08286,0.09294,0.14441,0.13987,0.10924,0.08877
548.0,0.13673,0.1397,0.08284,0.09279,0.14384,0.13848,0.10928,0.08865
549.0,0.13592,0.13807,0.08273,0.09278,0.14281,0.13687,0.10898,0.08867
550.0,0.13534,0.13646,0.08258,0.09254,0.14196,0.13504,0.10916,0.08865
551.0,0.13448,0.13513,0.08232,0.09282,0.14107,0.13357,0.10899,0.0887
552.0,0.13424,0.13349,0.08266,0.09238,0.14066,0.13172,0.10917,0.08848
553.0,0.13361,0.13189,0.08242,0.09258,0.13981,0.13039,0.10897,0.08858
554.0,0.1331,0.13012,0.08239,0.09244,0.13901,0.12853,0.10904,0.08855
555.0,0.13238,0.12886,0.08214,0.09219,0.13835,0.12699,0.10916,0.08869
556.0,0.13193,0.12714,0.08236,0.09235,0.13776,0.12517,0.10916,0.08842
557.0,0.1315,0.1256,0.0824,0.09226,0.13736,0.12368,0.10933,0.08846
558.0,0.131,0.12395,0.08227,0.09228,0.1365,0.1221,0.10918,0.08842
559.0,0.13123,0.12345,0.08301,0.09291,0.13695,0.12116,0.11022,0.08937
560.0,0.13078,0.12177,0.08313,0.09316,0.13631,0.11978,0.11031,0.08927
561.0,0.1304,0.12049,0.08333,0.09299,0.13583,0.11803,0.11046,0.0892
562.0,0.12991,0.11913,0.08313,0.09324,0.13531,0.11681,0.1103,0.08932
563.0,0.12936,0.11743,0.08319,0.09288,0.13464,0.11495,0.11032,0.08917
564.0,0.12899,0.11608,0.0832,0.09273,0.13431,0.11349,0.1105,0.08924
565.0,0.12826,0.1144,0.08302,0.09289,0.13375,0.11194,0.11057,0.08902
566.0,0.12797,0.11342,0.0834,0.09312,0.13331,0.1106,0.11063,0.08937
567.0,0.12756,0.1118,0.08332,0.09276,0.13267,0.1091,0.11068,0.08885
568.0,0.12731,0.11047,0.08346,0.09262,0.13244,0.10771,0.11087,0.08918
569.0,0.12662,0.10903,0.08364,0.09271,0.13221,0.10615,0.11101,0.0889
570.0,0.12593,0.10777,0.08359,0.09295,0.13139,0.10484,0.11104,0.08927
571.0,0.12597,0.10672,0.08381,0.09273,0.13134,0.10371,0.1113,0.08914
572.0,0.12542,0.10513,0.08361,0.09242,0.13075,0.10212,0.11126,0.08878
573.0,0.12507,0.10369,0.08373,0.09239,0.13059,0.10072,0.1114,0.08891
574.0,0.12437,0.10278,0.0834,0.09274,0.12991,0.09972,0.11163,0.08912
575.0,0.12429,0.10153,0.08346,0.09285,0.12978,0.09836,0.11195,0.08909
576.0,0.1239,0.10037,0.08345,0.09253,0.12942,0.09714,0.11199,0.08895
577.0,0.12352,0.099,0.0832,0.09257,0.12899,0.09588,0.11193,0.08904
578.0,0.12306,0.09792,0.08325,0.09258,0.12868,0.0948,0.11226,0.08909
579.0,0.12272,0.09688,0.08306,0.09277,0.12808,0.09361,0.11247,0.08907
580.0,0.1223,0.09573,0.0832,0.09263,0.12803,0.09232,0.11278,0.08918
581.0,0.12189,0.0947,0.08318,0.09281,0.12788,0.09137,0.11288,0.0891
582.0,0.12157,0.09352,0.08326,0.09272,0.12725,0.09031,0.11308,0.08918
583.0,0.1215,0.09266,0.08328,0.09287,0.12703,0.0894,0.11359,0.08935
584.0,0.12099,0.09124,0.08311,0.09282,0.12657,0.08806,0.1139,0.08918
585.0,0.12067,0.09053,0.08326,0.09293,0.12658,0.08704,0.11392,0.08935
586.0,0.12047,0.08943,0.0834,0.09299,0.12608,0.08611,0.11436,0.08908
587.0,0.12027,0.08863,0.08359,0.09312,0.12589,0.08521,0.11475,0.08949
588.0,0.11979,0.08748,0.08319,0.09315,0.12537,0.08398,0.11511,0.08952
589.0,0.11929,0.08662,0.08322,0.09313,0.12496,0.08303,0.11507,0.0896
590.0,0.11921,0.08581,0.08333,0.09347,0.12466,0.08239,0.11556,0.08985
591.0,0.11885,0.08474,0.08359,0.09329,0.12438,0.08139,0.11568,0.08938
592.0,0.11861,0.08423,0.08345,0.0936,0.12412,0.08055,0.11615,0.09002
593.0,0.11805,0.0828,0.08334,0.09365,0.12358,0.07962,0.11635,0.08972
594.0,0.11807,0.08256,0.08368,0.09391,0.12346,0.07907,0.11675,0.09006
595.0,0.11782,0.08163,0.08379,0.09404,0.12323,0.07813,0.1172,0.08992
596.0,0.11758,0.08088,0.08393,0.09417,0.1229,0.07717,0.11763,0.09021
597.0,0.11688,0.07993,0.08381,0.09419,0.12258,0.07648,0.11787,0.09033
598.0,0.1168,0.07904,0.08391,0.09436,0.12202,0.07562,0.11835,0.09035
599.0,0.11653,0.07892,0.0842,0.09488,0.12195,0.07517,0.11873,0.09074
600.0,0.1161,0.07777,0.08425,0.09491,0.12148,0.07433,0.11894,0.09049
601.0,0.11588,0.07712,0.08442,0.09496,0.12116,0.0733,0.11936,0.09087
602.0,0.11524,0.07612,0.08435,0.09506,0.12058,0.07294,0.11968,0.09097
603.0,0.11544,0.07593,0.08453,0.09549,0.12025,0.07221,0.12016,0.09128
604.0,0.11468,0.07531,0.08469,0.0956,0.11986,0.07174,0.1203,0.09139
605.0,0.1149,0.07422,0.08516,0.09557,0.11986,0.07069,0.12106,0.09139
606.0,0.11441,0.07357,0.08504,0.09551,0.11917,0.07003,0.12123,0.09151
607.0,0.11386,0.07304,0.08499,0.09569,0.11854,0.06965,0.12154,0.09182
608.0,0.1137,0.07256,0.08516,0.09604,0.11817,0.06883,0.12192,0.09191
609.0,0.1136,0.07196,0.08539,0.09587,0.11781,0.06832,0.12236,0.09167
610.0,0.11345,0.07116,0.08552,0.09582,0.11752,0.06762,0.12271,0.09212
611.0,0.11269,0.07064,0.08553,0.0961,0.11695,0.06733,0.12299,0.09213
612.0,0.11225,0.07015,0.08538,0.09617,0.1161,0.06637,0.1231,0.09222
613.0,0.11246,0.06995,0.08565,0.0965,0.11598,0.06605,0.12357,0.09218
614.0,0.11197,0.06885,0.08567,0.09595,0.11535,0.06527,0.12376,0.09187
615.0,0.11186,0.06874,0.08592,0.09637,0.11509,0.06512,0.12418,0.09231
616.0,0.11134,0.06788,0.08583,0.09612,0.11447,0.06424,0.12476,0.09216
617.0,0.11119,0.06761,0.08583,0.09646,0.1137,0.06377,0.12483,0.09224
618.0,0.11103,0.06695,0.0861,0.09625,0.11365,0.06344,0.12538,0.09203
619.0,0.11072,0.06631,0.08588,0.09629,0.11286,0.06288,0.12531,0.09199
620.0,0.11026,0.066,0.08612,0.09635,0.11251,0.06233,0.12582,0.09241
621.0,0.11,0.06541,0.08592,0.09638,0.11177,0.06189,0.12626,0.09224
622.0,0.10999,0.06517,0.08629,0.09658,0.11132,0.0614,0.12656,0.09238
623.0,0.10968,0.06442,0.08633,0.09626,0.11084,0.06075,0.12684,0.09211
624.0,0.10944,0.06399,0.08647,0.09642,0.1104,0.06056,0.12718,0.09227
625.0,0.10906,0.06352,0.08648,0.09631,0.10984,0.06008,0.12755,0.09245
626.0,0.10886,0.06298,0.08642,0.09645,0.10904,0.05962,0.12779,0.09217
627.0,0.10874,0.06297,0.08689,0.0967,0.10882,0.05911,0.12815,0.09244
628.0,0.10844,0.0621,0.08678,0.09662,0.10794,0.05882,0.12843,0.09227
629.0,0.10827,0.06197,0.08709,0.09677,0.10762,0.0583,0.12877,0.09271
630.0,0.10775,0.06125,0.08683,0.09672,0.10662,0.05791,0.12904,0.09228
631.0,0.10769,0.06116,0.0872,0.09718,0.1063,0.05749,0.12941,0.09269
632.0,0.10738,0.0606,0.08739,0.09709,0.10561,0.05729,0.12966,0.09255
633.0,0.10742,0.06021,0.08768,0.0972,0.10528,0.05658,0.13023,0.09261
634.0,0.10689,0.05979,0.08775,0.09742,0.10458,0.05644,0.13054,0.09284
635.0,0.10666,0.05931,0.08775,0.09758,0.10383,0.05591,0.1308,0.09285
636.0,0.10656,0.05934,0.08814,0.09801,0.10339,0.05586,0.131,0.09324
637.0,0.10621,0.05862,0.08822,0.09789,0.10254,0.05527,0.13147,0.09303
638.0,0.10626,0.05835,0.08855,0.09826,0.10226,0.05503,0.13204,0.09357
639.0,0.10543,0.05793,0.08834,0.09853,0.10132,0.05464,0.13214,0.09358
640.0,0.10567,0.05782,0.08875,0.09885,0.10105,0.05428,0.13266,0.09413
641.0,0.10516,0.05722,0.08885,0.099,0.10004,0.05395,0.13286,0.09422
642.0,0.10499,0.05693,0.08919,0.09936,0.09969,0.05359,0.13341,0.09441
643.0,0.10467,0.0567,0.08917,0.09983,0.09875,0.05326,0.13321,0.09486
644.0,0.10447,0.05635,0.0894,0.0998,0.09844,0.05297,0.13399,0.09517
645.0,0.10442,0.05611,0.08951,0.10055,0.09771,0.05275,0.13445,0.09574
646.0,0.10395,0.05556,0.08973,0.10049,0.09697,0.05223,0.13472,0.09567
647.0,0.10387,0.05541,0.08986,0.10117,0.09661,0.05183,0.13508,0.09602
648.0,0.10361,0.05493,0.08999,0.10134,0.09582,0.05179,0.13538,0.09643
649.0,0.10332,0.05478,0.09012,0.10159,0.09527,0.05145,0.13582,0.09681
650.0,0.10327,0.05449,0.09049,0.10203,0.09483,0.05114,0.13618,0.09734
651.0,0.1029,0.0541,0.09074,0.10221,0.09437,0.05086,0.13646,0.09725
652.0,0.10281,0.05389,0.09088,0.10264,0.09356,0.0507,0.13651,0.09779
653.0,0.10227,0.05327,0.09092,0.10246,0.09287,0.0501,0.13695,0.09803
654.0,0.10213,0.05323,0.09095,0.10307,0.09249,0.04988,0.13724,0.09858
655.0,0.10192,0.05298,0.09147,0.10328,0.09181,0.04969,0.1375,0.09873
656.0,0.10165,0.05281,0.09175,0.10391,0.09136,0.04955,0.13751,0.09922
657.0,0.10149,0.05239,0.0917,0.10373,0.09058,0.04916,0.13779,0.0994
658.0,0.10092,0.05195,0.09172,0.10389,0.08987,0.04879,0.13797,0.09975
659.0,0.10095,0.05228,0.09198,0.10454,0.0893,0.04883,0.13813,0.10021
660.0,0.1006,0.05157,0.09212,0.10459,0.08876,0.04843,0.13815,0.10002
661.0,0.10047,0.05134,0.09223,0.10459,0.08806,0.04818,0.1382,0.10035
662.0,0.10028,0.05103,0.09248,0.10473,0.08749,0.04796,0.13866,0.10048
663.0,0.0997,0.05093,0.0923,0.10499,0.08682,0.04765,0.1384,0.10076
664.0,0.09966,0.05062,0.09272,0.10511,0.08598,0.04737,0.1385,0.10046
665.0,0.09938,0.0504,0.09282,0.10516,0.0857,0.04722,0.13849,0.10052
666.0,0.09949,0.05013,0.0931,0.10505,0.08518,0.04707,0.1387,0.10046
667.0,0.09873,0.04988,0.09291,0.10493,0.08445,0.04675,0.13828,0.10048
668.0,0.09885,0.04993,0.09319,0.10516,0.08395,0.04671,0.13832,0.10026
669.0,0.09829,0.04941,0.09295,0.10484,0.08316,0.04644,0.13794,0.10004
670.0,0.09821,0.04923,0.09284,0.10442,0.08269,0.04616,0.13777,0.09953
671.0,0.098,0.04915,0.09299,0.10423,0.08238,0.04596,0.13763,0.09933
672.0,0.09748,0.04912,0.09295,0.1041,0.08155,0.04572,0.13717,0.09901
673.0,0.09761,0.04895,0.09259,0.10386,0.08091,0.0458,0.13688,0.09838
674.0,0.0974,0.04852,0.09283,0.10314,0.08056,0.04531,0.13647,0.0976
675.0,0.09727,0.04838,0.09271,0.10271,0.0802,0.0454,0.1362,0.09699
676.0,0.09671,0.0484,0.09232,0.10227,0.07941,0.04494,0.13539,0.09649
677.0,0.09662,0.04785,0.09234,0.10188,0.07892,0.04504,0.13517,0.09578
678.0,0.09615,0.04778,0.09166,0.10113,0.0781,0.0447,0.13444,0.0949
679.0,0.09593,0.04763,0.09176,0.10051,0.07773,0.04443,0.13399,0.09413
680.0,0.09565,0.04765,0.09149,0.10004,0.07715,0.04448,0.13326,0.09355
681.0,0.09509,0.04752,0.09118,0.09949,0.07639,0.04425,0.13299,0.09289
682.0,0.09524,0.04695,0.09091,0.09881,0.07604,0.04419,0.13247,0.09211
683.0,0.09474,0.04689,0.09066,0.09803,0.07538,0.04387,0.13184,0.09113
684.0,0.09443,0.04702,0.09057,0.0979,0.07512,0.04388,0.13158,0.09075
685.0,0.09414,0.04676,0.0903,0.09741,0.07425,0.04369,0.13127,0.0902
686.0,0.09374,0.04637,0.09025,0.09666,0.07403,0.04336,0.131,0.08959
687.0,0.09391,0.04627,0.09028,0.09637,0.07365,0.04335,0.13044,0.08896
688.0,0.09358,0.04623,0.09011,0.09602,0.07287,0.04322,0.12994,0.08842
689.0,0.09359,0.04624,0.09009,0.09585,0.07284,0.04327,0.1298,0.08802
690.0,0.09292,0.04589,0.0897,0.09517,0.07184,0.04264,0.12877,0.08762
691.0,0.09314,0.04575,0.08992,0.09495,0.07175,0.0427,0.12867,0.08703
692.0,0.09271,0.04562,0.08958,0.09475,0.0709,0.04264,0.12789,0.08665
693.0,0.09257,0.04561,0.08963,0.09479,0.07079,0.04272,0.12734,0.08659
694.0,0.09253,0.04532,0.08978,0.09425,0.07038,0.0423,0.12657,0.08605
695.0,0.09213,0.04502,0.08973,0.09399,0.06976,0.04206,0.12617,0.08583
696.0,0.09196,0.0449,0.0895,0.09426,0.06916,0.04224,0.12519,0.08561
697.0,0.09162,0.04477,0.08937,0.09403,0.06864,0.04184,0.12468,0.08546
698.0,0.0918,0.04488,0.08986,0.09407,0.06852,0.04197,0.12422,0.08517
699.0,0.09138,0.04433,0.08972,0.09345,0.06778,0.04151,0.12364,0.08502
700.0,0.09118,0.0446,0.08974,0.09399,0.06748,0.04168,0.1231,0.08508
701.0,0.09091,0.04413,0.08932,0.09376,0.0669,0.04134,0.12253,0.08505
702.0,0.09072,0.04455,0.08968,0.09386,0.0665,0.04155,0.12194,0.08504
703.0,0.09068,0.04382,0.09,0.09339,0.0663,0.041,0.12158,0.08453
704.0,0.09038,0.04387,0.08976,0.09357,0.06575,0.04121,0.12112,0.08485
705.0,0.08901,0.04188,0.08815,0.09174,0.06378,0.03915,0.1191,0.08298
706.0,0.08844,0.04403,0.08825,0.09237,0.06346,0.04109,0.11864,0.08339
707.0,0.09053,0.04371,0.09026,0.09383,0.06498,0.04082,0.11852,0.08485
708.0,0.09002,0.04346,0.09024,0.09379,0.0645,0.04046,0.11987,0.08483
709.0,0.08998,0.04355,0.0901,0.09399,0.06404,0.04062,0.11941,0.0848
710.0,0.08966,0.0433,0.09014,0.09401,0.06352,0.04039,0.11883,0.08481
711.0,0.08966,0.04334,0.09042,0.09389,0.06349,0.04048,0.11858,0.08474
712.0,0.08972,0.04308,0.09053,0.09386,0.06322,0.04014,0.11834,0.08465
713.0,0.08925,0.04292,0.0906,0.09382,0.0628,0.04006,0.11799,0.08433
714.0,0.08926,0.043,0.09047,0.09426,0.06236,0.04011,0.11754,0.08465
715.0,0.0889,0.04308,0.09053,0.09431,0.06192,0.04005,0.11725,0.08466
716.0,0.08919,0.04254,0.09106,0.09424,0.06202,0.03971,0.11692,0.08414
717.0,0.0889,0.04247,0.09083,0.0942,0.06152,0.0396,0.11673,0.08424
718.0,0.08821,0.04258,0.0908,0.09452,0.0612,0.0396,0.11608,0.08444
719.0,0.08806,0.0425,0.09089,0.0946,0.06054,0.03971,0.11597,0.08442
720.0,0.08808,0.04228,0.0912,0.09458,0.0607,0.03944,0.11549,0.08424
721.0,0.08787,0.042,0.09143,0.09461,0.06035,0.03929,0.11457,0.08399
722.0,0.08604,0.04202,0.08996,0.09467,0.05973,0.03898,0.11382,0.08441
723.0,0.08623,0.04197,0.09057,0.09391,0.05965,0.03904,0.11358,0.08375
724.0,0.08597,0.04186,0.09062,0.09389,0.05861,0.03893,0.1133,0.0833
725.0,0.08544,0.04172,0.0909,0.09392,0.05799,0.03897,0.11283,0.08333
726.0,0.08523,0.04157,0.09055,0.09392,0.05761,0.03846,0.11245,0.08353
727.0,0.08506,0.04135,0.09101,0.09414,0.05733,0.03862,0.11228,0.08387
728.0,0.08493,0.04138,0.09075,0.09417,0.05711,0.03866,0.11147,0.08345
729.0,0.0844,0.04021,0.09071,0.09434,0.05664,0.03865,0.11153,0.08384
730.0,0.08417,0.04027,0.09089,0.09434,0.05627,0.03829,0.11071,0.0837
731.0,0.08415,0.04002,0.09116,0.09432,0.05609,0.03734,0.11103,0.08387
732.0,0.08349,0.03985,0.09105,0.09443,0.05554,0.03744,0.11021,0.08383
733.0,0.08385,0.03992,0.09123,0.0945,0.05556,0.03723,0.11055,0.0837
734.0,0.08439,0.04085,0.0922,0.09556,0.05594,0.03806,0.11062,0.08477
735.0,0.08418,0.04065,0.09255,0.09564,0.05614,0.03782,0.11039,0.08442
736.0,0.08355,0.04008,0.09241,0.09539,0.05542,0.03754,0.11004,0.08461
737.0,0.08377,0.04044,0.09292,0.09583,0.0554,0.03769,0.10988,0.0846
738.0,0.08337,0.04037,0.09287,0.09581,0.05495,0.0376,0.10953,0.08481
739.0,0.08316,0.04014,0.09305,0.09608,0.05476,0.0375,0.10889,0.08485
740.0,0.08297,0.0399,0.09339,0.09597,0.05437,0.03739,0.10866,0.08482
741.0,0.08261,0.04036,0.09342,0.09631,0.05399,0.03772,0.10841,0.08536
742.0,0.08288,0.04009,0.09379,0.09637,0.05408,0.03756,0.10833,0.08542
743.0,0.08224,0.04007,0.09345,0.0965,0.05334,0.0373,0.10781,0.08537
744.0,0.08234,0.03976,0.09397,0.09641,0.05368,0.03716,0.10767,0.08523
745.0,0.0819,0.03966,0.09379,0.09635,0.05317,0.03696,0.10754,0.08535
746.0,0.08172,0.03994,0.0939,0.09682,0.05305,0.03722,0.1071,0.08594
747.0,0.08155,0.03953,0.09389,0.09677,0.05256,0.03696,0.10685,0.08562
748.0,0.08139,0.03987,0.09417,0.0971,0.05244,0.03717,0.10661,0.08584
749.0,0.08144,0.03946,0.09471,0.09696,0.05236,0.03677,0.10652,0.08561
750.0,0.08071,0.03973,0.09455,0.09722,0.05188,0.03704,0.10604,0.08614
751.0,0.08104,0.03927,0.09496,0.0971,0.05207,0.03689,0.10606,0.0861
752.0,0.08067,0.03958,0.09491,0.09724,0.05159,0.03697,0.10584,0.08597
753.0,0.08061,0.03919,0.09496,0.09714,0.05145,0.03666,0.10529,0.08555
754.0,0.0806,0.03944,0.095,0.09735,0.05121,0.03679,0.10537,0.08609
755.0,0.07988,0.03914,0.09486,0.09749,0.05106,0.03677,0.10474,0.08623
756.0,0.08032,0.03939,0.0954,0.09755,0.05098,0.03675,0.10486,0.08617
757.0,0.0799,0.03913,0.095,0.09775,0.05051,0.03677,0.10443,0.08609
758.0,0.07984,0.03933,0.09542,0.09788,0.05061,0.03667,0.10426,0.08621
759.0,0.07962,0.03896,0.09533,0.09776,0.05026,0.03659,0.10407,0.08632
760.0,0.07946,0.03898,0.09545,0.09783,0.05011,0.03646,0.10327,0.08609
761.0,0.07942,0.03904,0.0956,0.09789,0.04981,0.03661,0.10358,0.08613
762.0,0.07921,0.03897,0.09569,0.09804,0.04962,0.03636,0.10306,0.08613
763.0,0.07897,0.03911,0.09597,0.09813,0.04944,0.03663,0.10285,0.08642
764.0,0.07873,0.03884,0.09591,0.09811,0.04918,0.0363,0.10265,0.08631
765.0,0.07893,0.03909,0.09619,0.09843,0.04915,0.03657,0.10276,0.08672
766.0,0.07848,0.03871,0.09605,0.09825,0.04896,0.03609,0.10267,0.08621
767.0,0.07859,0.03876,0.09616,0.09817,0.04898,0.03622,0.1022,0.08638
768.0,0.07862,0.03871,0.09637,0.09848,0.04909,0.03629,0.10238,0.08641
769.0,0.07828,0.03857,0.09634,0.0982,0.04876,0.03597,0.1019,0.08646
770.0,0.07803,0.03877,0.09652,0.09871,0.04859,0.03629,0.10186,0.08647
771.0,0.07785,0.03841,0.09758,0.09953,0.04814,0.03584,0.10251,0.08648
772.0,0.07882,0.03866,0.09782,0.09974,0.04816,0.03619,0.10214,0.08762
773.0,0.07853,0.03934,0.09799,0.09976,0.04887,0.03647,0.10226,0.08782
774.0,0.07839,0.03947,0.09788,0.10003,0.04871,0.03713,0.10185,0.08799
775.0,0.07735,0.03958,0.09734,0.10002,0.04762,0.03696,0.10097,0.08796
776.0,0.07703,0.03864,0.09721,0.09888,0.0471,0.03611,0.10031,0.08669
777.0,0.07717,0.03839,0.09765,0.09908,0.04716,0.03563,0.10035,0.08691
778.0,0.07651,0.03846,0.09737,0.09919,0.04663,0.03592,0.09993,0.08706
779.0,0.07677,0.03867,0.09753,0.09977,0.04667,0.03615,0.09982,0.08755
780.0,0.07626,0.03856,0.09756,0.0993,0.04608,0.03594,0.09947,0.08708
781.0,0.07655,0.03821,0.09782,0.09948,0.04641,0.03566,0.09908,0.08704
782.0,0.07619,0.03826,0.09806,0.09971,0.04602,0.03599,0.09937,0.08746
783.0,0.07598,0.03834,0.09775,0.09981,0.04592,0.03592,0.09885,0.08768
784.0,0.07579,0.03838,0.09786,0.09982,0.04556,0.03582,0.09897,0.08788
785.0,0.07585,0.03813,0.09773,0.09977,0.04528,0.03562,0.09869,0.08742
786.0,0.07603,0.03822,0.09843,0.0997,0.04566,0.0355,0.09847,0.08782
787.0,0.07507,0.03819,0.09758,0.10029,0.04492,0.03585,0.09803,0.08787
788.0,0.07565,0.03819,0.09837,0.10026,0.04535,0.03563,0.09817,0.08809
789.0,0.07505,0.03817,0.09813,0.1001,0.04462,0.03576,0.09793,0.0878
790.0,0.07511,0.03798,0.09793,0.09996,0.0447,0.03549,0.09749,0.08763
791.0,0.07472,0.03824,0.09804,0.10015,0.04438,0.0356,0.09736,0.08813
792.0,0.07441,0.03786,0.09799,0.10026,0.04417,0.03554,0.09707,0.08813
793.0,0.07455,0.03817,0.0981,0.10027,0.04419,0.03547,0.09702,0.08798
794.0,0.07464,0.03766,0.09792,0.10041,0.04396,0.03535,0.09674,0.08813
795.0,0.07402,0.03795,0.09795,0.10026,0.04386,0.03546,0.09629,0.0882
796.0,0.07383,0.03774,0.09811,0.10053,0.04383,0.03535,0.09637,0.08851
797.0,0.07389,0.03785,0.09801,0.10071,0.04369,0.03547,0.09598,0.08851
798.0,0.07359,0.03785,0.0981,0.10058,0.04333,0.03528,0.09571,0.08884
799.0,0.07345,0.03762,0.09765,0.10062,0.0431,0.0354,0.09545,0.08838
800.0,0.0734,0.03808,0.09808,0.10096,0.0433,0.03551,0.09548,0.08893
,,,,,,,,
