A520_dial,A520_cent,FWHM_dial,FWHM_cent,red_tail_dial,red_tail_cent,noise_dial,noise_cent,delta_A520,delta_FWHM,delta_red_tail,delta_noise,pair
-4.3615904538845435e-17,-8.458842092382145e-17,80.0,80.0,0.09696450980392156,0.048749607843137255,0.0009285877898436471,0.0007277683092977739,4.097251638497601e-17,0.0,0.048214901960784304,0.00020081948054587325,0.115MB MQW
-2.3790493384824782e-17,4.625929269271485e-18,80.0,80.0,0.09130941176470588,0.10045960784313725,0.0007841725132980913,0.0006621476087567743,-2.8416422654096266e-17,0.0,-0.009150196078431372,0.00012202490454131694,0.30MB MQW
-8.458842092382145e-17,-2.3790493384824782e-17,80.0,80.0,0.08034823529411765,0.04564313725490196,0.0020077885760175045,0.0007130077456461979,-6.079792753899666e-17,0.0,0.03470509803921569,0.0012947808303713066,0.115MB As30
-3.9650822308041306e-17,-2.5112187461759493e-17,80.0,80.0,0.1336827450980392,0.09439215686274509,0.002139745465609491,0.0005091306894667771,-1.4538634846281813e-17,0.0,0.03929058823529412,0.0016306147761427137,0.30MB As30
